"id","Own","IntentToBuy","BrandAwareness_Anker","BrandAwareness_Bose","BrandAwareness_JBL","BrandAwareness_Philips","BrandAwareness_Sony","BrandAwareness_UE","BrandAwareness_HarmanKardon","BrandAwareness_Beats","BrandAwareness_None","SubjKnow_r1","SubjKnow_r2","SubjKnow_r3","SubjKnow_r4","SubjKnow_r5","PII_1","PII_2","PII_3","PII_4","PII_5","RelImp_battery","RelImp_weight","RelImp_price","RelImp_sound","Gender","GenderLabel","Age","AgeLabel","Residence","Occupation","OccupationLabel","Education","EducationLabel","Income","IncomeLabel"
825,1,0,0,1,1,1,0,0,0,1,0,5,5,4,4,5,5,5,5,5,5,10,10,30,50,2,"male",2,"18-24","Germany",1,"Employed",4,"Graduate",5,"2001-2500€"
826,0,0,0,0,1,0,0,0,0,0,0,5,6,1,2,3,5,3,3,3,3,50,0,50,0,2,"male",5,"35-39","Germany",1,"Employed",4,"Graduate",8,"rather not say"
830,1,0,1,1,1,0,0,1,0,1,0,4,7,3,6,6,7,4,6,5,5,20,5,15,60,2,"male",2,"18-24","Germany",3,"Student",2,"High school",3,"1001-1500€"
835,1,0,1,1,0,0,1,0,0,1,0,5,6,4,5,6,5,5,2,5,6,20,20,30,30,1,"female",2,"18-24","Germany",3,"Student",3,"Undergraduate",3,"1001-1500€"
836,1,0,0,1,0,0,0,0,0,0,0,3,3,5,3,3,5,2,5,5,1,10,5,10,75,2,"male",8,">=50","Germany",1,"Employed",4,"Graduate",7,">=3001€"
841,1,1,1,1,1,1,1,1,1,1,0,6,6,6,6,3,2,6,6,3,4,30,0,10,60,2,"male",3,"25-29","Germany",1,"Employed",4,"Graduate",5,"2001-2500€"
845,1,1,0,0,1,0,1,0,0,1,0,3,3,3,5,3,5,6,4,6,5,25,15,20,40,1,"female",1,"<18","Vietnam",3,"Student",1,"Less than high school",8,"rather not say"
848,0,0,0,0,0,0,0,0,0,0,1,1,1,7,1,1,4,4,4,4,4,10,10,60,20,1,"female",8,">=50","Germany",1,"Employed",4,"Graduate",5,"2001-2500€"
850,1,0,0,1,1,0,1,0,0,0,0,2,2,3,3,2,6,5,6,6,5,20,10,10,60,1,"female",2,"18-24","Germany",3,"Student",2,"High school",2,"501-1000€"
851,1,1,1,1,1,1,1,1,1,1,0,6,7,5,7,7,5,5,5,5,5,25,15,20,40,2,"male",2,"18-24","Germany",3,"Student",2,"High school",3,"1001-1500€"
852,0,1,0,1,0,0,0,0,0,0,0,4,6,5,6,6,3,2,3,4,4,80,10,5,5,2,"male",3,"25-29","Germany",3,"Student",2,"High school",2,"501-1000€"
854,0,1,0,1,0,0,0,0,0,1,0,2,2,2,2,2,4,5,5,5,5,20,5,10,65,1,"female",3,"25-29","Saudi Arabia",1,"Employed",3,"Undergraduate",1,"<500€"
855,1,0,0,0,1,0,0,0,0,0,0,4,4,5,4,5,5,3,4,4,2,20,15,45,20,2,"male",3,"25-29","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
857,0,0,0,1,1,0,0,0,0,1,0,2,1,1,2,1,5,5,5,5,5,20,10,50,20,1,"female",3,"25-29","Germany",3,"Student",3,"Undergraduate",3,"1001-1500€"
859,0,1,0,0,1,0,0,0,0,0,0,5,4,2,3,5,4,4,4,4,4,20,10,35,35,2,"male",3,"25-29","Germany",3,"Student",2,"High school",8,"rather not say"
864,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,20,30,20,30,2,"male",4,"30-34","United States",3,"Student",4,"Graduate",8,"rather not say"
865,0,1,0,1,1,0,1,0,0,0,0,2,3,2,2,2,5,5,5,5,6,30,10,30,30,1,"female",3,"25-29","Germany",1,"Employed",4,"Graduate",5,"2001-2500€"
869,1,0,0,1,1,0,0,0,0,0,0,2,2,2,4,2,7,6,6,6,4,20,20,40,20,1,"female",2,"18-24","Germany",3,"Student",2,"High school",2,"501-1000€"
875,1,0,0,1,1,0,0,1,0,0,0,3,3,2,5,3,5,5,5,5,5,10,20,30,40,2,"male",8,">=50","United States",2,"Self-employed",4,"Graduate",7,">=3001€"
881,0,0,0,1,1,0,0,0,0,1,0,4,4,3,5,4,3,3,3,3,3,10,10,40,40,2,"male",2,"18-24","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
882,0,0,0,0,0,0,1,0,0,1,0,4,6,4,6,6,4,4,4,4,4,35,5,15,45,2,"male",3,"25-29","Germany",3,"Student",4,"Graduate",2,"501-1000€"
883,1,0,0,1,1,0,1,0,0,1,0,5,6,1,2,5,5,5,5,5,5,15,0,50,35,2,"male",3,"25-29","Italy",3,"Student",4,"Graduate",2,"501-1000€"
897,0,0,0,0,0,1,1,0,0,0,0,1,2,1,2,2,1,1,1,1,1,30,5,35,30,2,"male",2,"18-24","Turkey",1,"Employed",4,"Graduate",8,"rather not say"
898,0,1,1,1,1,1,1,0,0,0,0,2,4,1,5,5,4,4,4,4,4,10,10,40,40,1,"female",3,"25-29","Germany",1,"Employed",4,"Graduate",8,"rather not say"
900,1,1,0,1,1,1,1,1,0,0,0,6,6,6,6,6,3,3,3,3,3,10,25,40,25,2,"male",3,"25-29","Chile",1,"Employed",4,"Graduate",5,"2001-2500€"
902,0,1,0,1,0,0,1,0,0,0,0,6,6,3,4,6,6,6,5,4,6,20,10,10,60,2,"male",4,"30-34","Saudi Arabia",1,"Employed",3,"Undergraduate",6,"2501-3000€"
903,0,0,0,0,0,0,0,0,0,0,1,2,2,1,6,2,2,2,6,2,3,30,40,20,10,2,"male",8,">=50","Finland",1,"Employed",4,"Graduate",7,">=3001€"
905,1,0,0,1,1,1,1,0,0,1,0,6,7,4,6,6,6,5,6,6,5,15,0,60,25,2,"male",3,"25-29","Spain",3,"Student",4,"Graduate",8,"rather not say"
908,0,1,0,1,1,1,1,1,0,1,0,3,4,4,5,4,4,5,5,4,6,20,0,50,30,2,"male",4,"30-34","Germany",2,"Self-employed",4,"Graduate",3,"1001-1500€"
909,0,0,0,0,0,1,0,0,0,0,0,2,2,1,5,2,2,2,2,2,2,80,10,5,5,1,"female",3,"25-29","Russia",1,"Employed",4,"Graduate",1,"<500€"
914,1,0,0,0,1,0,0,0,0,0,0,7,7,7,7,7,5,4,5,5,4,32,5,35,28,2,"male",3,"25-29","India",1,"Employed",4,"Graduate",1,"<500€"
917,0,0,0,0,0,0,0,0,0,0,1,2,4,3,4,4,4,4,4,4,4,70,10,10,10,2,"male",4,"30-34","Germany",2,"Self-employed",4,"Graduate",8,"rather not say"
921,0,1,0,1,1,0,1,0,0,0,0,2,2,1,2,2,3,3,3,4,2,0,0,0,100,3,"Prefer not to answer",3,"25-29","Germany",1,"Employed",4,"Graduate",8,"rather not say"
927,0,1,0,0,0,1,1,0,1,1,0,6,6,6,6,6,2,2,2,2,2,40,20,20,20,2,"male",2,"18-24","Afghanistan",2,"Self-employed",3,"Undergraduate",1,"<500€"
929,0,0,0,1,0,0,0,0,0,0,0,2,2,1,3,2,2,2,3,3,3,20,10,30,40,1,"female",4,"30-34","Germany",1,"Employed",4,"Graduate",5,"2001-2500€"
931,1,0,0,1,1,1,1,0,1,1,0,5,4,2,5,5,3,3,2,2,1,0,10,10,80,2,"male",4,"30-34","Germany",4,"Unemployed",4,"Graduate",7,">=3001€"
934,1,0,0,1,1,0,1,0,1,0,0,5,3,2,5,2,5,5,5,3,4,20,10,40,30,2,"male",2,"18-24","Czech Republic",3,"Student",3,"Undergraduate",2,"501-1000€"
936,1,0,0,1,1,0,0,0,0,0,0,3,2,2,4,6,5,4,5,5,4,35,10,25,30,2,"male",3,"25-29","Brazil",1,"Employed",4,"Graduate",4,"1501-2000€"
940,0,0,1,1,0,0,0,0,0,0,0,2,5,2,2,2,2,2,2,2,2,25,10,25,40,2,"male",4,"30-34","Germany",1,"Employed",4,"Graduate",8,"rather not say"
942,1,0,0,1,1,1,1,0,0,1,0,4,3,2,4,5,7,7,7,7,7,20,5,25,50,2,"male",2,"18-24","India",1,"Employed",4,"Graduate",2,"501-1000€"
949,0,1,0,0,1,1,1,0,0,1,0,3,2,4,3,2,2,5,4,4,2,35,15,25,25,3,"Prefer not to answer",3,"25-29","Germany",3,"Student",4,"Graduate",8,"rather not say"
951,0,1,0,0,0,0,1,0,0,0,0,4,4,4,4,4,7,7,6,6,7,50,10,30,10,1,"female",8,">=50","Chile",1,"Employed",2,"High school",4,"1501-2000€"
954,0,1,0,1,1,0,1,0,0,0,0,3,5,5,6,3,7,6,7,7,6,25,10,25,40,2,"male",3,"25-29","Brazil",1,"Employed",4,"Graduate",2,"501-1000€"
959,1,1,0,1,1,0,0,0,0,1,0,3,3,2,4,5,5,5,5,5,5,20,5,25,50,2,"male",2,"18-24","Germany",3,"Student",2,"High school",2,"501-1000€"
961,1,1,0,0,1,1,0,0,0,0,0,6,4,5,7,7,7,6,5,4,5,14,8,18,60,2,"male",3,"25-29","Czech Republic",3,"Student",4,"Graduate",2,"501-1000€"
963,0,1,0,0,0,1,1,0,0,1,0,5,4,1,4,3,4,5,5,5,4,30,20,20,30,1,"female",3,"25-29","Germany",3,"Student",4,"Graduate",2,"501-1000€"
969,1,0,0,1,0,1,1,0,0,1,0,2,6,2,6,6,2,3,3,3,6,50,30,5,15,2,"male",3,"25-29","Austria",1,"Employed",4,"Graduate",2,"501-1000€"
971,1,1,0,0,1,0,1,0,0,1,0,4,6,5,6,6,6,6,4,4,4,50,2,40,8,1,"female",3,"25-29","Finland",1,"Employed",4,"Graduate",2,"501-1000€"
972,1,0,0,1,1,1,1,0,0,1,0,3,3,1,3,1,5,5,5,5,5,20,30,30,20,1,"female",3,"25-29","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
974,1,0,0,1,1,0,1,0,1,1,0,5,7,4,5,6,4,3,4,4,3,30,10,40,20,2,"male",4,"30-34","Germany",4,"Unemployed",4,"Graduate",3,"1001-1500€"
975,1,0,0,1,1,1,1,0,0,0,0,2,5,2,4,5,5,5,5,4,5,10,10,70,10,1,"female",2,"18-24","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
976,0,1,1,1,1,1,1,0,1,1,0,6,6,4,6,6,5,4,4,5,4,50,1,10,39,2,"male",3,"25-29","Saudi Arabia",1,"Employed",3,"Undergraduate",7,">=3001€"
978,1,0,0,1,1,0,1,0,0,0,0,2,5,2,6,3,7,5,6,6,5,10,5,25,60,2,"male",3,"25-29","Brazil",1,"Employed",4,"Graduate",7,">=3001€"
979,0,1,1,1,1,0,0,1,1,0,0,5,6,4,5,6,4,4,4,4,4,35,10,20,35,2,"male",3,"25-29","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
980,0,0,0,0,0,1,1,0,0,1,0,3,4,2,4,6,4,4,2,3,3,40,10,10,40,2,"male",3,"25-29","Belgium",1,"Employed",4,"Graduate",6,"2501-3000€"
986,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,1,1,1,1,1,25,25,25,25,1,"female",8,">=50","Germany",1,"Employed",1,"Less than high school",3,"1001-1500€"
987,0,1,0,0,1,0,0,0,0,0,0,2,1,1,2,2,5,5,7,6,5,30,5,5,60,1,"female",2,"18-24","Russia",3,"Student",2,"High school",1,"<500€"
989,0,1,0,1,1,0,0,0,0,0,0,4,6,3,4,4,5,6,6,6,6,20,10,30,40,2,"male",2,"18-24","Austria",3,"Student",3,"Undergraduate",2,"501-1000€"
991,0,1,0,1,1,0,0,1,0,1,0,1,2,3,4,2,7,1,7,7,1,10,0,30,60,2,"male",3,"25-29","Chile",3,"Student",3,"Undergraduate",1,"<500€"
996,0,1,0,1,0,1,1,0,0,0,0,1,7,1,1,7,2,4,3,2,4,20,20,30,30,2,"male",8,">=50","Germany",2,"Self-employed",4,"Graduate",7,">=3001€"
1007,0,1,0,0,0,1,1,0,0,0,0,1,3,2,4,2,4,5,5,4,4,30,20,29,21,2,"male",2,"18-24","Serbia",3,"Student",3,"Undergraduate",1,"<500€"
1012,1,0,0,0,0,0,0,0,0,0,1,3,3,2,4,4,3,3,4,4,3,30,5,35,30,2,"male",3,"25-29","Croatia",3,"Student",4,"Graduate",1,"<500€"
1013,0,0,0,1,1,1,0,0,0,1,0,4,2,2,5,5,6,5,6,5,6,20,10,30,40,2,"male",2,"18-24","France",3,"Student",4,"Graduate",2,"501-1000€"
1016,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,5,2,4,6,3,40,20,0,40,1,"female",3,"25-29","Turkey",1,"Employed",3,"Undergraduate",2,"501-1000€"
1018,0,1,0,0,0,0,0,0,0,0,1,2,3,2,4,2,4,4,3,3,5,30,10,30,30,2,"male",2,"18-24","United Kingdom",3,"Student",2,"High school",2,"501-1000€"
1020,1,0,0,1,1,0,1,0,0,0,0,3,2,1,4,3,3,3,6,5,3,20,30,20,30,1,"female",2,"18-24","Germany",3,"Student",2,"High school",2,"501-1000€"
1021,1,1,0,0,1,0,0,0,0,0,0,5,4,5,4,5,5,5,5,3,5,30,10,40,20,1,"female",2,"18-24","Germany",1,"Employed",3,"Undergraduate",2,"501-1000€"
1023,0,0,0,1,0,0,0,0,0,0,0,1,1,1,4,1,2,2,2,2,1,20,0,40,40,1,"female",3,"25-29","Germany",1,"Employed",3,"Undergraduate",2,"501-1000€"
1025,1,0,0,0,1,0,0,0,0,0,0,6,7,6,7,7,7,7,7,7,7,3,2,50,45,2,"male",8,">=50","Germany",1,"Employed",4,"Graduate",2,"501-1000€"
1027,0,0,0,1,0,0,1,0,0,1,0,4,3,2,4,3,4,4,3,5,4,30,20,10,40,1,"female",2,"18-24","United Kingdom",3,"Student",3,"Undergraduate",8,"rather not say"
1028,0,0,0,0,1,1,1,0,0,0,0,2,2,2,5,2,3,3,3,3,3,30,10,50,10,1,"female",3,"25-29","Russia",1,"Employed",4,"Graduate",2,"501-1000€"
1036,1,0,0,1,1,1,1,0,0,0,0,7,1,7,2,2,5,5,6,6,5,40,10,20,30,1,"female",2,"18-24","France",3,"Student",4,"Graduate",1,"<500€"
1038,1,0,1,1,1,0,0,0,0,0,0,2,3,4,5,5,5,5,5,5,5,30,10,20,40,2,"male",3,"25-29","Spain",3,"Student",4,"Graduate",2,"501-1000€"
1040,1,0,0,1,1,0,1,0,0,0,0,4,5,3,6,4,5,3,5,5,3,30,0,40,30,2,"male",8,">=50","Germany",1,"Employed",4,"Graduate",6,"2501-3000€"
1043,0,0,0,1,1,0,1,0,0,1,0,3,2,2,5,5,3,4,5,4,5,30,0,50,20,1,"female",2,"18-24","Poland",3,"Student",3,"Undergraduate",2,"501-1000€"
1045,0,0,0,1,1,0,0,0,0,0,0,2,2,2,2,2,2,4,3,3,3,15,0,80,5,1,"female",3,"25-29","Russia",1,"Employed",4,"Graduate",1,"<500€"
1051,1,0,0,1,1,1,1,0,0,0,0,6,6,5,6,6,6,6,6,6,6,20,5,45,30,1,"female",3,"25-29","Germany",3,"Student",4,"Graduate",2,"501-1000€"
1053,0,0,0,1,0,0,1,0,0,0,0,2,2,2,4,2,3,3,3,3,3,0,0,100,0,1,"female",3,"25-29","Germany",1,"Employed",4,"Graduate",8,"rather not say"
1054,1,0,0,1,0,0,0,0,0,1,0,4,4,2,4,3,4,5,5,4,3,20,10,20,50,1,"female",4,"30-34","Germany",2,"Self-employed",4,"Graduate",4,"1501-2000€"
1057,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,4,30,30,10,30,1,"female",2,"18-24","Poland",3,"Student",4,"Graduate",2,"501-1000€"
1058,1,0,0,1,1,1,1,1,1,1,0,6,5,2,5,7,2,3,5,5,4,10,10,20,60,2,"male",3,"25-29","Germany",3,"Student",3,"Undergraduate",3,"1001-1500€"
1061,1,0,0,1,0,1,0,0,0,0,0,5,4,4,5,6,4,4,3,4,4,20,30,10,40,3,"Prefer not to answer",3,"25-29","Germany",3,"Student",4,"Graduate",8,"rather not say"
1066,0,0,0,0,0,0,1,0,0,0,0,2,2,1,2,2,1,2,1,1,1,30,20,20,30,1,"female",3,"25-29","Italy",3,"Student",4,"Graduate",2,"501-1000€"
1075,1,1,0,1,1,0,1,0,0,1,0,5,6,4,5,6,6,5,6,5,3,10,5,25,60,2,"male",2,"18-24","Germany",3,"Student",2,"High school",2,"501-1000€"
1076,0,0,0,0,1,0,1,0,0,0,0,1,1,1,7,1,1,1,1,1,1,40,10,20,30,1,"female",2,"18-24","Germany",3,"Student",4,"Graduate",2,"501-1000€"
1078,1,0,1,1,1,1,1,1,0,1,0,4,2,3,6,4,4,5,4,4,6,20,5,15,60,2,"male",2,"18-24","Germany",3,"Student",2,"High school",1,"<500€"
1082,1,1,1,1,1,0,1,1,1,0,0,6,6,4,6,6,5,5,5,5,5,0,0,50,50,2,"male",3,"25-29","Germany",1,"Employed",4,"Graduate",2,"501-1000€"
1086,0,0,0,0,1,0,0,0,0,0,0,2,2,1,2,2,1,2,2,2,1,20,0,35,45,2,"male",3,"25-29","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
1088,0,1,0,0,1,0,1,0,0,0,0,6,6,4,3,6,3,4,4,3,4,30,20,25,25,2,"male",3,"25-29","Germany",1,"Employed",4,"Graduate",3,"1001-1500€"
1089,0,1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,6,5,6,6,4,25,20,30,25,2,"male",3,"25-29","Germany",3,"Student",4,"Graduate",2,"501-1000€"
1090,1,1,0,1,1,0,0,0,0,0,0,3,1,2,4,2,7,5,7,7,7,15,15,35,35,1,"female",2,"18-24","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
1098,0,0,0,0,0,0,0,0,0,0,1,1,3,4,2,1,3,3,3,3,4,30,5,35,30,2,"male",3,"25-29","Germany",1,"Employed",4,"Graduate",3,"1001-1500€"
1103,0,1,0,0,0,0,1,0,0,1,0,4,4,2,4,4,6,6,6,6,4,30,10,20,40,1,"female",3,"25-29","Germany",3,"Student",4,"Graduate",8,"rather not say"
1104,0,1,0,1,1,0,1,0,0,0,0,5,4,5,4,3,6,6,6,6,4,25,25,25,25,1,"female",2,"18-24","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
1109,0,1,0,0,0,0,1,0,0,1,0,7,7,5,6,6,6,6,6,6,6,25,0,50,25,2,"male",2,"18-24","Afghanistan",3,"Student",3,"Undergraduate",8,"rather not say"
1111,0,1,0,1,1,1,0,0,0,1,0,5,5,2,5,5,3,5,3,3,2,15,15,35,35,2,"male",2,"18-24","Germany",1,"Employed",3,"Undergraduate",3,"1001-1500€"
1121,0,0,0,1,1,1,1,0,0,0,0,2,2,1,3,2,2,2,2,2,2,20,5,45,30,1,"female",3,"25-29","Egypt",1,"Employed",4,"Graduate",8,"rather not say"
1132,1,1,0,1,0,1,0,1,1,0,0,6,7,7,7,6,5,6,6,7,7,20,0,30,50,2,"male",3,"25-29","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
1133,0,1,1,1,1,1,1,1,1,1,0,7,7,6,7,7,5,5,2,5,5,20,0,30,50,2,"male",2,"18-24","Italy",3,"Student",3,"Undergraduate",2,"501-1000€"
1143,1,0,1,0,0,0,0,0,0,0,0,2,4,4,2,6,1,3,1,4,1,40,5,5,50,2,"male",8,">=50","Germany",5,"Retired",3,"Undergraduate",3,"1001-1500€"
1157,0,1,0,1,1,0,0,0,0,1,0,5,5,2,5,5,5,5,2,6,4,20,20,10,50,1,"female",2,"18-24","Germany",3,"Student",2,"High school",3,"1001-1500€"
1171,1,0,1,0,0,0,0,0,0,0,0,4,4,2,3,4,3,5,4,4,5,30,30,10,30,1,"female",8,">=50","Germany",5,"Retired",4,"Graduate",6,"2501-3000€"
1180,0,1,0,1,1,1,1,0,0,1,0,3,2,2,4,3,4,5,4,6,5,15,25,30,30,1,"female",2,"18-24","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
1189,1,0,0,1,1,1,1,1,0,1,0,1,3,1,4,5,6,6,5,5,4,20,0,35,45,1,"female",3,"25-29","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
1199,1,0,0,0,0,0,0,0,0,0,1,3,3,2,4,3,5,4,5,4,4,20,10,30,40,2,"male",3,"25-29","France",3,"Student",3,"Undergraduate",3,"1001-1500€"
1208,0,1,0,1,1,1,1,0,0,1,0,6,6,2,6,6,2,6,6,2,6,20,10,30,40,2,"male",3,"25-29","Poland",1,"Employed",4,"Graduate",8,"rather not say"
1213,0,1,0,1,0,1,1,0,0,1,0,2,5,3,5,4,6,6,6,7,5,35,10,50,5,2,"male",2,"18-24","Egypt",1,"Employed",3,"Undergraduate",1,"<500€"
1225,0,1,0,1,1,1,1,0,0,0,0,3,5,1,5,5,5,5,5,5,3,20,10,10,60,1,"female",3,"25-29","Italy",3,"Student",3,"Undergraduate",2,"501-1000€"
1229,0,1,0,0,1,0,0,0,0,0,0,3,3,2,6,2,2,2,4,4,4,20,10,40,30,1,"female",2,"18-24","Germany",3,"Student",4,"Graduate",2,"501-1000€"
1245,0,1,0,0,0,1,1,0,0,0,0,2,2,2,6,2,4,4,4,4,4,40,30,30,0,1,"female",3,"25-29","Serbia",3,"Student",3,"Undergraduate",1,"<500€"
1267,0,0,1,1,1,0,1,0,0,1,0,4,3,4,4,6,4,2,2,4,2,25,20,5,50,2,"male",3,"25-29","Germany",2,"Self-employed",4,"Graduate",6,"2501-3000€"
1270,0,0,0,1,1,1,1,0,0,1,0,6,6,2,7,7,3,6,3,3,4,30,10,30,30,1,"female",3,"25-29","Germany",1,"Employed",4,"Graduate",5,"2001-2500€"
1273,0,0,0,0,1,0,1,0,0,1,0,3,2,1,4,3,4,5,5,4,5,20,20,10,50,1,"female",2,"18-24","Germany",3,"Student",2,"High school",2,"501-1000€"
1274,0,1,0,1,0,0,1,0,0,1,0,2,2,2,2,2,5,5,5,5,4,25,15,25,35,1,"female",2,"18-24","Germany",3,"Student",4,"Graduate",1,"<500€"
1276,1,0,1,1,0,1,1,0,0,1,0,5,5,5,5,5,3,3,3,3,3,10,20,50,20,2,"male",4,"30-34","Germany",2,"Self-employed",3,"Undergraduate",3,"1001-1500€"
1327,1,0,0,1,0,1,1,0,0,0,0,3,2,1,4,3,3,3,3,3,4,15,5,50,30,1,"female",2,"18-24","Netherlands",3,"Student",2,"High school",2,"501-1000€"
1337,0,0,0,1,0,1,1,0,0,0,0,6,5,2,5,6,6,4,6,6,4,15,25,20,40,1,"female",3,"25-29","France",2,"Self-employed",4,"Graduate",4,"1501-2000€"
1342,0,1,0,0,0,1,1,0,0,1,0,5,6,2,3,5,3,3,1,1,4,15,5,50,30,2,"male",2,"18-24","Tunisia",3,"Student",3,"Undergraduate",1,"<500€"
1374,1,0,0,1,1,1,1,0,0,1,0,4,5,3,4,6,5,4,5,5,4,15,10,60,15,1,"female",2,"18-24","Egypt",3,"Student",4,"Graduate",8,"rather not say"
1375,1,1,0,0,1,0,1,0,0,0,0,3,2,2,3,2,5,5,5,4,5,20,20,30,30,1,"female",3,"25-29","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
1376,1,0,1,0,1,0,0,0,0,0,0,2,3,4,3,5,2,4,2,2,5,50,25,0,25,2,"male",4,"30-34","Germany",1,"Employed",2,"High school",7,">=3001€"
1382,1,0,0,0,0,0,0,0,0,1,0,6,2,5,5,2,7,7,7,7,1,15,5,40,40,1,"female",2,"18-24","Germany",3,"Student",2,"High school",8,"rather not say"
1387,1,1,0,1,1,1,0,0,0,1,0,6,2,1,6,6,6,5,5,6,7,20,10,30,40,1,"female",2,"18-24","Egypt",3,"Student",4,"Graduate",1,"<500€"
1395,0,1,0,1,1,0,0,0,1,1,0,2,2,3,5,3,4,4,5,4,5,30,10,30,30,2,"male",3,"25-29","Croatia",3,"Student",2,"High school",2,"501-1000€"
1402,0,0,0,0,0,0,1,0,0,1,0,2,3,2,4,4,4,4,3,3,5,15,5,10,70,3,"Prefer not to answer",2,"18-24","Germany",3,"Student",3,"Undergraduate",2,"501-1000€"
1416,1,0,0,0,1,1,1,0,0,1,0,4,3,3,4,3,5,5,5,6,4,18,2,35,45,2,"male",2,"18-24","Egypt",1,"Employed",4,"Graduate",8,"rather not say"
1429,1,1,0,1,0,0,0,0,0,1,0,2,2,5,3,3,6,7,6,6,1,25,5,20,50,1,"female",2,"18-24","Egypt",3,"Student",2,"High school",8,"rather not say"
1437,1,0,0,1,1,1,1,0,1,1,0,6,6,2,3,6,6,5,6,6,6,30,5,25,40,2,"male",2,"18-24","France",3,"Student",3,"Undergraduate",8,"rather not say"
1459,1,1,0,0,0,0,0,0,0,0,1,4,5,2,4,6,6,6,6,5,2,30,20,20,30,2,"male",6,"40-44","Saudi Arabia",1,"Employed",4,"Graduate",5,"2001-2500€"
1460,0,1,0,0,0,0,0,0,0,0,1,4,4,2,4,5,5,4,5,5,4,20,20,10,50,1,"female",2,"18-24","Afghanistan",1,"Employed",3,"Undergraduate",2,"501-1000€"
1461,1,1,0,0,0,0,1,0,0,0,0,4,4,3,4,4,4,5,5,4,4,20,10,30,40,2,"male",3,"25-29","Saudi Arabia",1,"Employed",4,"Graduate",7,">=3001€"
1473,1,0,0,0,1,0,0,1,0,0,0,2,2,2,2,2,5,5,5,5,5,10,10,15,65,1,"female",2,"18-24","Germany",3,"Student",2,"High school",1,"<500€"
1474,1,0,0,0,1,0,0,0,0,0,0,4,4,4,4,3,5,5,5,5,5,40,10,30,20,1,"female",3,"25-29","Germany",3,"Student",4,"Graduate",3,"1001-1500€"
1482,0,0,0,1,1,0,0,0,0,1,0,6,6,4,6,7,4,4,4,4,4,20,10,25,45,2,"male",2,"18-24","Germany",3,"Student",2,"High school",2,"501-1000€"
1484,0,1,0,1,0,0,1,0,1,0,0,3,4,1,2,4,2,2,3,2,6,15,5,30,50,1,"female",4,"30-34","Germany",1,"Employed",2,"High school",3,"1001-1500€"
1486,0,0,0,1,1,0,0,0,0,1,0,3,5,4,4,5,4,5,4,4,4,20,10,40,30,2,"male",4,"30-34","Afghanistan",2,"Self-employed",3,"Undergraduate",1,"<500€"
1487,0,1,1,1,1,1,1,0,0,1,0,2,3,1,4,4,5,5,5,6,5,20,10,30,40,1,"female",3,"25-29","Germany",1,"Employed",3,"Undergraduate",2,"501-1000€"
1498,1,0,0,0,0,0,0,1,0,0,0,3,4,2,3,3,4,5,4,4,4,20,0,40,40,1,"female",3,"25-29","France",1,"Employed",4,"Graduate",5,"2001-2500€"
1499,1,0,0,0,1,0,0,1,0,0,0,3,4,2,4,4,5,5,5,5,4,20,20,50,10,1,"female",4,"30-34","Finland",1,"Employed",4,"Graduate",5,"2001-2500€"
1508,0,0,0,1,0,1,1,0,1,1,0,3,5,2,3,3,3,3,3,3,2,15,5,65,15,2,"male",3,"25-29","Germany",3,"Student",3,"Undergraduate",1,"<500€"
1522,0,0,0,1,1,0,0,1,1,1,0,6,6,6,6,6,5,5,6,5,5,30,20,35,15,2,"male",2,"18-24","Germany",3,"Student",4,"Graduate",2,"501-1000€"
1523,1,1,0,1,0,0,1,0,0,1,0,5,6,2,6,6,1,3,3,2,5,15,25,30,30,2,"male",3,"25-29","Saudi Arabia",1,"Employed",4,"Graduate",7,">=3001€"
1528,0,1,0,0,0,0,0,0,0,1,0,4,2,3,5,5,5,6,6,2,6,30,10,15,45,2,"male",3,"25-29","Saudi Arabia",1,"Employed",4,"Graduate",4,"1501-2000€"
1530,0,0,0,1,0,0,1,0,0,0,0,4,4,3,3,6,3,3,3,4,4,25,15,25,35,2,"male",2,"18-24","Saudi Arabia",1,"Employed",4,"Graduate",4,"1501-2000€"
1532,1,0,0,0,0,0,0,1,0,0,0,5,5,3,5,6,4,4,5,5,4,28,13,27,32,1,"female",2,"18-24","Turkey",2,"Self-employed",3,"Undergraduate",2,"501-1000€"
